callgraph,bubble-chaperone,0.018312 , 0.662104 , 0.0276573
callgraph,bubble-direct,0.015069 , 0.567320 , 0.0265617
callgraph,bubble-unsafe,0.013991 , 0.472264 , 0.0296254
callgraph,bubble-unsafe2,0.013879 , 0.459523 , 0.0302031
callgraph,church-chaperone,0.213569 , 5.407407 , 0.0394956
callgraph,church-contract,0.105592 , 1.081026 , 0.0976776
callgraph,church-direct,0.039715 , 0.685010 , 0.0579773
callgraph,church-wrap,0.037559 , 3.144602 , 0.011944
no-callgraph,-bubble-chaperone,0.019704 , 4.786942 , 0.0041162
no-callgraph,-bubble-direct,0.030523 , 0.570961 , 0.053459
no-callgraph,-bubble-unsafe,0.026659 , 0.501424 , 0.0531666
no-callgraph,-bubble-unsafe2,0.027121 , 0.489218 , 0.0554375
no-callgraph,-church-chaperone,0.074514 , 7.569457 , 0.00984404
no-callgraph,-church-contract,0.072261 , 2.122503 , 0.0340452
no-callgraph,-church-direct,0.038238 , 0.655318 , 0.0583503
no-callgraph,-church-wrap,0.044779 , 3.000797 , 0.0149224
no-callgraph,-ode-contract,0.204294 , 4.698007 , 0.0434852
no-callgraph,-ode-direct,0.135752 , 2.587163 , 0.0524714
no-callgraph,-pff.rkt,0.554151 , 2.688573 , 0.206113
no-callgraph,-proc-bm-chaperone+return,0.006131 , 0.071429 , 0.0858335
no-callgraph,-proc-bm-chaperone,0.005746 , 0.071045 , 0.0808783
no-callgraph,-proc-bm-direct,0.005129 , 0.016318 , 0.314315
no-callgraph,-proc-bm-impersonate+return,0.005621 , 0.072274 , 0.0777735
no-callgraph,-proc-bm-impersonate,0.005618 , 0.070504 , 0.0796834
no-callgraph,-proc-bm-indirect,0.005269 , 0.016190 , 0.325448
no-callgraph,-proc-bm-wrapped+check,0.005425 , 0.016888 , 0.321234
no-callgraph,-proc-bm-wrapped+return,0.005245 , 0.016597 , 0.316021
no-callgraph,-proc-bm-wrapped,0.00509 , 0.016586 , 0.306885
no-callgraph,-struct-bm-chaperone,0.006116 , 0.116811 , 0.0523581
no-callgraph,-struct-bm-direct,0.004833 , 0.116254 , 0.0415728
no-callgraph,-struct-bm-impersonate,0.00568 , 0.116653 , 0.0486914
no-callgraph,-struct-bm-unsafe,0.004812 , 0.114213 , 0.0421318
no-callgraph,-struct-bm-unsafe2,0.005202 , 0.118262 , 0.0439871
callgraph,ode-contract,0.193268 , 2.552329 , 0.0757222
callgraph,ode-direct,0.120455 , 2.199291 , 0.0547699
callgraph,pff.rkt,0.542821 , 1.914990 , 0.283459
callgraph,proc-bm-chaperone+return,0.005315 , 0.075492 , 0.0704048
callgraph,proc-bm-chaperone,0.005067 , 0.073576 , 0.0688676
callgraph,proc-bm-direct,0.004826 , 0.016039 , 0.300892
callgraph,proc-bm-impersonate+return,0.005171 , 0.074421 , 0.0694831
callgraph,proc-bm-impersonate,0.005513 , 0.076434 , 0.0721276
callgraph,proc-bm-indirect,0.005279 , 0.017544 , 0.300901
callgraph,proc-bm-wrapped+check,0.005091 , 0.017278 , 0.294652
callgraph,proc-bm-wrapped+return,0.004947 , 0.015860 , 0.311917
callgraph,proc-bm-wrapped,0.004615 , 0.015668 , 0.294549
callgraph,struct-bm-chaperone,0.005551 , 0.115422 , 0.0480931
callgraph,struct-bm-direct,0.004534 , 0.113417 , 0.0399764
callgraph,struct-bm-impersonate,0.005415 , 0.115907 , 0.0467185
callgraph,struct-bm-unsafe,0.004659 , 0.112455 , 0.0414299
callgraph,struct-bm-unsafe2,0.004638 , 0.116950 , 0.039658
