#!/usr/local/bin/rebench -d -v rebench_0.6.conf ShootoutBenchmarksRacketFast
[2014-11-09T20:28:44]	8888.000000	ms	cpu	nbody-generic	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:28:44]	1384.000000	ms	gc	nbody-generic	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:28:44]	8877.000000	ms	total	nbody-generic	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:29:00]	15148.000000	ms	cpu	nsieve	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:29:00]	0.000000	ms	gc	nsieve	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:29:00]	15122.000000	ms	total	nsieve	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:29:06]	5320.000000	ms	cpu	lists	Racket	ShootoutBenchmarks	2000	0	1		
[2014-11-09T20:29:06]	1124.000000	ms	gc	lists	Racket	ShootoutBenchmarks	2000	0	1		
[2014-11-09T20:29:06]	5314.000000	ms	total	lists	Racket	ShootoutBenchmarks	2000	0	1		
[2014-11-09T20:29:10]	2932.000000	ms	cpu	k-nucleotide	Racket	ShootoutBenchmarks	fasta-500000	0	1		
[2014-11-09T20:29:10]	84.000000	ms	gc	k-nucleotide	Racket	ShootoutBenchmarks	fasta-500000	0	1		
[2014-11-09T20:29:10]	2929.000000	ms	total	k-nucleotide	Racket	ShootoutBenchmarks	fasta-500000	0	1		
[2014-11-09T20:29:16]	5332.000000	ms	cpu	ackermann	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:29:16]	0.000000	ms	gc	ackermann	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:29:16]	5327.000000	ms	total	ackermann	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:29:19]	2180.000000	ms	cpu	fannkuch	Racket	ShootoutBenchmarks	10	0	1		
[2014-11-09T20:29:19]	0.000000	ms	gc	fannkuch	Racket	ShootoutBenchmarks	10	0	1		
[2014-11-09T20:29:19]	2180.000000	ms	total	fannkuch	Racket	ShootoutBenchmarks	10	0	1		
[2014-11-09T20:29:20]	392.000000	ms	cpu	meteor	Racket	ShootoutBenchmarks	200000	0	1		
[2014-11-09T20:29:20]	4.000000	ms	gc	meteor	Racket	ShootoutBenchmarks	200000	0	1		
[2014-11-09T20:29:20]	395.000000	ms	total	meteor	Racket	ShootoutBenchmarks	200000	0	1		
[2014-11-09T20:29:22]	2200.000000	ms	cpu	binarytrees-generic	Racket	ShootoutBenchmarks	17	0	1		
[2014-11-09T20:29:22]	560.000000	ms	gc	binarytrees-generic	Racket	ShootoutBenchmarks	17	0	1		
[2014-11-09T20:29:22]	2198.000000	ms	total	binarytrees-generic	Racket	ShootoutBenchmarks	17	0	1		
[2014-11-09T20:29:25]	2164.000000	ms	cpu	fannkuch-redux-generic	Racket	ShootoutBenchmarks	10	0	1		
[2014-11-09T20:29:25]	0.000000	ms	gc	fannkuch-redux-generic	Racket	ShootoutBenchmarks	10	0	1		
[2014-11-09T20:29:25]	2163.000000	ms	total	fannkuch-redux-generic	Racket	ShootoutBenchmarks	10	0	1		
[2014-11-09T20:29:28]	2196.000000	ms	cpu	nbody-vec	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:29:28]	48.000000	ms	gc	nbody-vec	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:29:28]	2195.000000	ms	total	nbody-vec	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:29:33]	4848.000000	ms	cpu	matrix	Racket	ShootoutBenchmarks	12000	0	1		
[2014-11-09T20:29:33]	44.000000	ms	gc	matrix	Racket	ShootoutBenchmarks	12000	0	1		
[2014-11-09T20:29:33]	4843.000000	ms	total	matrix	Racket	ShootoutBenchmarks	12000	0	1		
[2014-11-09T20:29:36]	1548.000000	ms	cpu	pidigits	Racket	ShootoutBenchmarks	4000	0	1		
[2014-11-09T20:29:36]	220.000000	ms	gc	pidigits	Racket	ShootoutBenchmarks	4000	0	1		
[2014-11-09T20:29:36]	1547.000000	ms	total	pidigits	Racket	ShootoutBenchmarks	4000	0	1		
[2014-11-09T20:30:23]	2840.000000	ms	cpu	fasta-generic	Racket	ShootoutBenchmarks	100000000	0	1		
[2014-11-09T20:30:23]	4.000000	ms	gc	fasta-generic	Racket	ShootoutBenchmarks	100000000	0	1		
[2014-11-09T20:30:23]	3196.000000	ms	total	fasta-generic	Racket	ShootoutBenchmarks	100000000	0	1		
[2014-11-09T20:30:29]	4192.000000	ms	cpu	nbody	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:30:29]	432.000000	ms	gc	nbody	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:30:29]	4186.000000	ms	total	nbody	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:30:57]	8524.000000	ms	cpu	reversecomplement-generic	Racket	ShootoutBenchmarks	fasta-30000000	0	1		
[2014-11-09T20:30:57]	556.000000	ms	gc	reversecomplement-generic	Racket	ShootoutBenchmarks	fasta-30000000	0	1		
[2014-11-09T20:30:57]	8618.000000	ms	total	reversecomplement-generic	Racket	ShootoutBenchmarks	fasta-30000000	0	1		
[2014-11-09T20:31:06]	7540.000000	ms	cpu	nestedloop	Racket	ShootoutBenchmarks	33	0	1		
[2014-11-09T20:31:06]	0.000000	ms	gc	nestedloop	Racket	ShootoutBenchmarks	33	0	1		
[2014-11-09T20:31:06]	7527.000000	ms	total	nestedloop	Racket	ShootoutBenchmarks	33	0	1		
[2014-11-09T20:31:15]	8880.000000	ms	cpu	nbody-vec-generic	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:31:15]	1816.000000	ms	gc	nbody-vec-generic	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:31:15]	8875.000000	ms	total	nbody-vec-generic	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:31:18]	916.000000	ms	cpu	spellcheck	Racket	ShootoutBenchmarks	ulysses	0	1		
[2014-11-09T20:31:18]	40.000000	ms	gc	spellcheck	Racket	ShootoutBenchmarks	ulysses	0	1		
[2014-11-09T20:31:18]	916.000000	ms	total	spellcheck	Racket	ShootoutBenchmarks	ulysses	0	1		
[2014-11-09T20:31:21]	3064.000000	ms	cpu	partialsums	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:31:21]	156.000000	ms	gc	partialsums	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:31:21]	3060.000000	ms	total	partialsums	Racket	ShootoutBenchmarks	3000000	0	1		
[2014-11-09T20:31:34]	1984.000000	ms	gc	mandelbrot-generic	Racket	ShootoutBenchmarks	3000	0	1		
[2014-11-09T20:31:34]	11607.000000	ms	total	mandelbrot-generic	Racket	ShootoutBenchmarks	3000	0	1		
[2014-11-09T20:31:40]	5412.000000	ms	cpu	hash	Racket	ShootoutBenchmarks	2000000	0	1		
[2014-11-09T20:31:40]	2016.000000	ms	gc	hash	Racket	ShootoutBenchmarks	2000000	0	1		
[2014-11-09T20:31:40]	5405.000000	ms	total	hash	Racket	ShootoutBenchmarks	2000000	0	1		
[2014-11-09T20:31:48]	7268.000000	ms	cpu	ary	Racket	ShootoutBenchmarks	600000	0	1		
[2014-11-09T20:31:48]	8.000000	ms	gc	ary	Racket	ShootoutBenchmarks	600000	0	1		
[2014-11-09T20:31:48]	7255.000000	ms	total	ary	Racket	ShootoutBenchmarks	600000	0	1		
[2014-11-09T20:31:51]	3176.000000	ms	cpu	strcat	Racket	ShootoutBenchmarks	50000000	0	1		
[2014-11-09T20:31:51]	32.000000	ms	gc	strcat	Racket	ShootoutBenchmarks	50000000	0	1		
[2014-11-09T20:31:51]	3170.000000	ms	total	strcat	Racket	ShootoutBenchmarks	50000000	0	1		
[2014-11-09T20:31:58]	5884.000000	ms	cpu	heapsort	Racket	ShootoutBenchmarks	2500000	0	1		
[2014-11-09T20:31:58]	392.000000	ms	gc	heapsort	Racket	ShootoutBenchmarks	2500000	0	1		
[2014-11-09T20:31:58]	5879.000000	ms	total	heapsort	Racket	ShootoutBenchmarks	2500000	0	1		
[2014-11-09T20:32:04]	5520.000000	ms	cpu	fibo	Racket	ShootoutBenchmarks	42	0	1		
[2014-11-09T20:32:04]	0.000000	ms	gc	fibo	Racket	ShootoutBenchmarks	42	0	1		
[2014-11-09T20:32:04]	5516.000000	ms	total	fibo	Racket	ShootoutBenchmarks	42	0	1		
[2014-11-09T20:32:16]	10928.000000	ms	cpu	recursive	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:32:16]	152.000000	ms	gc	recursive	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:32:16]	10921.000000	ms	total	recursive	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:32:20]	3472.000000	ms	cpu	random	Racket	ShootoutBenchmarks	40000000	0	1		
[2014-11-09T20:32:20]	128.000000	ms	gc	random	Racket	ShootoutBenchmarks	40000000	0	1		
[2014-11-09T20:32:20]	3469.000000	ms	total	random	Racket	ShootoutBenchmarks	40000000	0	1		
[2014-11-09T20:32:27]	4344.000000	ms	cpu	regexmatch	Racket	ShootoutBenchmarks	regexmatch-1000000	0	1		
[2014-11-09T20:32:27]	616.000000	ms	gc	regexmatch	Racket	ShootoutBenchmarks	regexmatch-1000000	0	1		
[2014-11-09T20:32:27]	4341.000000	ms	total	regexmatch	Racket	ShootoutBenchmarks	regexmatch-1000000	0	1		
[2014-11-09T20:32:28]	568.000000	ms	cpu	pidigits1	Racket	ShootoutBenchmarks	4000	0	1		
[2014-11-09T20:32:28]	0.000000	ms	gc	pidigits1	Racket	ShootoutBenchmarks	4000	0	1		
[2014-11-09T20:32:28]	565.000000	ms	total	pidigits1	Racket	ShootoutBenchmarks	4000	0	1		
[2014-11-09T20:32:34]	4036.000000	ms	cpu	wordfreq	Racket	ShootoutBenchmarks	sumcol-10000	0	1		
[2014-11-09T20:32:34]	0.000000	ms	gc	wordfreq	Racket	ShootoutBenchmarks	sumcol-10000	0	1		
[2014-11-09T20:32:34]	4033.000000	ms	total	wordfreq	Racket	ShootoutBenchmarks	sumcol-10000	0	1		
[2014-11-09T20:32:42]	5360.000000	ms	cpu	moments	Racket	ShootoutBenchmarks	moments-2000	0	1		
[2014-11-09T20:32:42]	1684.000000	ms	gc	moments	Racket	ShootoutBenchmarks	moments-2000	0	1		
[2014-11-09T20:32:42]	5353.000000	ms	total	moments	Racket	ShootoutBenchmarks	moments-2000	0	1		
[2014-11-09T20:32:44]	1840.000000	ms	cpu	binarytrees	Racket	ShootoutBenchmarks	17	0	1		
[2014-11-09T20:32:44]	440.000000	ms	gc	binarytrees	Racket	ShootoutBenchmarks	17	0	1		
[2014-11-09T20:32:44]	1837.000000	ms	total	binarytrees	Racket	ShootoutBenchmarks	17	0	1		
[2014-11-09T20:32:52]	6792.000000	ms	cpu	regexpdna	Racket	ShootoutBenchmarks	fasta-1000000	0	1		
[2014-11-09T20:32:52]	552.000000	ms	gc	regexpdna	Racket	ShootoutBenchmarks	fasta-1000000	0	1		
[2014-11-09T20:32:52]	6784.000000	ms	total	regexpdna	Racket	ShootoutBenchmarks	fasta-1000000	0	1		
[2014-11-09T20:32:54]	1524.000000	ms	cpu	fannkuch-redux	Racket	ShootoutBenchmarks	10	0	1		
[2014-11-09T20:32:54]	0.000000	ms	gc	fannkuch-redux	Racket	ShootoutBenchmarks	10	0	1		
[2014-11-09T20:32:54]	1524.000000	ms	total	fannkuch-redux	Racket	ShootoutBenchmarks	10	0	1		
[2014-11-09T20:32:58]	3096.000000	ms	cpu	hash2	Racket	ShootoutBenchmarks	1000	0	1		
[2014-11-09T20:32:58]	0.000000	ms	gc	hash2	Racket	ShootoutBenchmarks	1000	0	1		
[2014-11-09T20:32:58]	3093.000000	ms	total	hash2	Racket	ShootoutBenchmarks	1000	0	1		
[2014-11-09T20:33:05]	6220.000000	ms	cpu	sieve	Racket	ShootoutBenchmarks	25000	0	1		
[2014-11-09T20:33:05]	0.000000	ms	gc	sieve	Racket	ShootoutBenchmarks	25000	0	1		
[2014-11-09T20:33:05]	6215.000000	ms	total	sieve	Racket	ShootoutBenchmarks	25000	0	1		
[2014-11-09T20:33:53]	2868.000000	ms	cpu	fasta	Racket	ShootoutBenchmarks	100000000	0	1		
[2014-11-09T20:33:53]	12.000000	ms	gc	fasta	Racket	ShootoutBenchmarks	100000000	0	1		
[2014-11-09T20:33:53]	3379.000000	ms	total	fasta	Racket	ShootoutBenchmarks	100000000	0	1		
[2014-11-09T20:34:04]	2296.000000	ms	cpu	reversefile	Racket	ShootoutBenchmarks	sumcol-3000	0	1		
[2014-11-09T20:34:04]	1020.000000	ms	gc	reversefile	Racket	ShootoutBenchmarks	sumcol-3000	0	1		
[2014-11-09T20:34:04]	2295.000000	ms	total	reversefile	Racket	ShootoutBenchmarks	sumcol-3000	0	1		
[2014-11-09T20:34:11]	6304.000000	ms	cpu	nsievebits	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:34:11]	4.000000	ms	gc	nsievebits	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:34:11]	6296.000000	ms	total	nsievebits	Racket	ShootoutBenchmarks	12	0	1		
[2014-11-09T20:34:26]	14100.000000	ms	cpu	spectralnorm-generic	Racket	ShootoutBenchmarks	2000	0	1		
[2014-11-09T20:34:26]	1348.000000	ms	gc	spectralnorm-generic	Racket	ShootoutBenchmarks	2000	0	1		
[2014-11-09T20:34:26]	14088.000000	ms	total	spectralnorm-generic	Racket	ShootoutBenchmarks	2000	0	1		
[2014-11-09T20:34:28]	1768.000000	ms	cpu	spectralnorm	Racket	ShootoutBenchmarks	2000	0	1		
[2014-11-09T20:34:28]	0.000000	ms	gc	spectralnorm	Racket	ShootoutBenchmarks	2000	0	1		
[2014-11-09T20:34:28]	1770.000000	ms	total	spectralnorm	Racket	ShootoutBenchmarks	2000	0	1		
