[2015-02-26T17:31:41]	6212.000000	ms	cpu	sum1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:31:41]	0.000000	ms	gc	sum1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:31:41]	6212.000000	ms	total	sum1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:31:44]	3338.000000	ms	cpu	strcat	PycketNoStrategies	ShootoutBenchmarks	110000000	0	1		
[2015-02-26T17:31:44]	0.000000	ms	gc	strcat	PycketNoStrategies	ShootoutBenchmarks	110000000	0	1		
[2015-02-26T17:31:44]	3338.000000	ms	total	strcat	PycketNoStrategies	ShootoutBenchmarks	110000000	0	1		
[2015-02-26T17:31:52]	6891.000000	ms	cpu	trav1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:31:52]	0.000000	ms	gc	trav1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:31:52]	6891.000000	ms	total	trav1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:31:58]	4985.000000	ms	cpu	fft	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:31:58]	0.000000	ms	gc	fft	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:31:58]	4985.000000	ms	total	fft	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:04]	2934.000000	ms	cpu	sumcol	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:04]	0.000000	ms	gc	sumcol	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:04]	2934.000000	ms	total	sumcol	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:09]	4131.000000	ms	cpu	paraffins	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:09]	0.000000	ms	gc	paraffins	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:09]	4131.000000	ms	total	paraffins	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:14]	2929.000000	ms	cpu	wc	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:14]	0.000000	ms	gc	wc	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:14]	2929.000000	ms	total	wc	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:20]	4465.000000	ms	cpu	primes	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:20]	0.000000	ms	gc	primes	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:20]	4465.000000	ms	total	primes	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:26]	2884.000000	ms	cpu	wordfreq	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:26]	0.000000	ms	gc	wordfreq	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:26]	2884.000000	ms	total	wordfreq	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:36]	9877.000000	ms	cpu	pnpoly	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:36]	0.000000	ms	gc	pnpoly	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:36]	9877.000000	ms	total	pnpoly	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:40]	2852.000000	ms	cpu	wordfreq	PycketNoTypeSizeSpecialization	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:40]	0.000000	ms	gc	wordfreq	PycketNoTypeSizeSpecialization	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:40]	2852.000000	ms	total	wordfreq	PycketNoTypeSizeSpecialization	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-02-26T17:32:52]	11140.000000	ms	cpu	simplex	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:52]	0.000000	ms	gc	simplex	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-02-26T17:32:52]	11140.000000	ms	total	simplex	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
