[2015-06-10T21:21:49]	5233.000000	ms	cpu	sum1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:21:49]	0.000000	ms	gc	sum1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:21:49]	5233.000000	ms	total	sum1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:21:52]	2901.000000	ms	cpu	strcat	PycketNoStrategies	ShootoutBenchmarks	110000000	0	1		
[2015-06-10T21:21:52]	0.000000	ms	gc	strcat	PycketNoStrategies	ShootoutBenchmarks	110000000	0	1		
[2015-06-10T21:21:52]	2901.000000	ms	total	strcat	PycketNoStrategies	ShootoutBenchmarks	110000000	0	1		
[2015-06-10T21:21:59]	6034.000000	ms	cpu	trav1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:21:59]	0.000000	ms	gc	trav1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:21:59]	6034.000000	ms	total	trav1	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:04]	3627.000000	ms	cpu	fft	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:04]	0.000000	ms	gc	fft	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:04]	3627.000000	ms	total	fft	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:09]	2693.000000	ms	cpu	sumcol	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:09]	0.000000	ms	gc	sumcol	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:09]	2693.000000	ms	total	sumcol	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:13]	3649.000000	ms	cpu	paraffins	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:13]	0.000000	ms	gc	paraffins	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:13]	3649.000000	ms	total	paraffins	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:18]	2653.000000	ms	cpu	wc	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:18]	0.000000	ms	gc	wc	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:18]	2653.000000	ms	total	wc	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:23]	3849.000000	ms	cpu	primes	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:23]	0.000000	ms	gc	primes	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:23]	3849.000000	ms	total	primes	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:28]	3626.000000	ms	cpu	cpstak	PycketNoTypeSizeSpecialization	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:28]	0.000000	ms	gc	cpstak	PycketNoTypeSizeSpecialization	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:28]	3626.000000	ms	total	cpstak	PycketNoTypeSizeSpecialization	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:32]	2505.000000	ms	cpu	wordfreq	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:32]	0.000000	ms	gc	wordfreq	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:32]	2505.000000	ms	total	wordfreq	PycketNoStrategies	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:52]	19156.000000	ms	cpu	pnpoly	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:52]	0.000000	ms	gc	pnpoly	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:52]	19156.000000	ms	total	pnpoly	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:22:54]	1553.000000	ms	cpu	lists	Pycket	ShootoutBenchmarks	2000	0	1		
[2015-06-10T21:22:54]	0.000000	ms	gc	lists	Pycket	ShootoutBenchmarks	2000	0	1		
[2015-06-10T21:22:54]	1553.000000	ms	total	lists	Pycket	ShootoutBenchmarks	2000	0	1		
[2015-06-10T21:22:58]	2614.000000	ms	cpu	wordfreq	PycketNoTypeSizeSpecialization	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:58]	0.000000	ms	gc	wordfreq	PycketNoTypeSizeSpecialization	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:22:58]	2614.000000	ms	total	wordfreq	PycketNoTypeSizeSpecialization	ShootoutBenchmarks	sumcol-20000	0	1		
[2015-06-10T21:23:09]	10133.000000	ms	cpu	simplex	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:09]	0.000000	ms	gc	simplex	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:09]	10133.000000	ms	total	simplex	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:14]	4484.000000	ms	cpu	sum	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:14]	0.000000	ms	gc	sum	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:14]	4484.000000	ms	total	sum	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:20]	5416.000000	ms	cpu	puzzle	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:20]	0.000000	ms	gc	puzzle	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:20]	5416.000000	ms	total	puzzle	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:24]	3375.000000	ms	cpu	nqueens	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:24]	0.000000	ms	gc	nqueens	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:24]	3375.000000	ms	total	nqueens	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:30]	4133.000000	ms	cpu	scheme	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:30]	0.000000	ms	gc	scheme	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:30]	4133.000000	ms	total	scheme	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:36]	4642.000000	ms	cpu	sumfp	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:36]	0.000000	ms	gc	sumfp	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:36]	4642.000000	ms	total	sumfp	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:42]	5758.000000	ms	cpu	deriv	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:42]	0.000000	ms	gc	deriv	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:42]	5758.000000	ms	total	deriv	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:48]	5262.000000	ms	cpu	string	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:48]	0.000000	ms	gc	string	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:48]	5262.000000	ms	total	string	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:54]	4940.000000	ms	cpu	ray	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:54]	0.000000	ms	gc	ray	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:23:54]	4940.000000	ms	total	ray	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:12]	17216.000000	ms	cpu	tak	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:12]	0.000000	ms	gc	tak	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:12]	17216.000000	ms	total	tak	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:19]	5637.000000	ms	cpu	pnpoly	PycketNoStrategies	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:19]	0.000000	ms	gc	pnpoly	PycketNoStrategies	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:19]	5637.000000	ms	total	pnpoly	PycketNoStrategies	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:24]	4373.000000	ms	cpu	sumloop	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:24]	0.000000	ms	gc	sumloop	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:24]	4373.000000	ms	total	sumloop	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:28]	3043.000000	ms	cpu	maze	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:28]	0.000000	ms	gc	maze	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:28]	3043.000000	ms	total	maze	Pycket	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:32]	1776.000000	ms	cpu	slatex	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:32]	0.000000	ms	gc	slatex	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:32]	1776.000000	ms	total	slatex	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:35]	3089.000000	ms	cpu	binarytrees-generic	Pycket	ShootoutBenchmarks	17	0	1		
[2015-06-10T21:24:35]	0.000000	ms	gc	binarytrees-generic	Pycket	ShootoutBenchmarks	17	0	1		
[2015-06-10T21:24:35]	3089.000000	ms	total	binarytrees-generic	Pycket	ShootoutBenchmarks	17	0	1		
[2015-06-10T21:24:40]	4112.000000	ms	cpu	tail	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:40]	0.000000	ms	gc	tail	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
[2015-06-10T21:24:40]	4112.000000	ms	total	tail	PycketNoCallgraph	CrossBenchmarksNothing		0	1		nothing
