[2015-02-19T22:57:51]	52891.000000	ms	cpu	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T22:57:51]	52891.000000	ms	total	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T22:58:45]	52015.000000	ms	cpu	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T22:58:45]	52015.000000	ms	total	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T22:59:39]	51483.000000	ms	cpu	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T22:59:39]	51483.000000	ms	total	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:00:34]	52415.000000	ms	cpu	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:00:34]	52415.000000	ms	total	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:01:28]	52363.000000	ms	cpu	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:01:28]	52363.000000	ms	total	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:02:23]	52819.000000	ms	cpu	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:02:23]	52819.000000	ms	total	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:03:20]	53875.000000	ms	cpu	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:03:20]	53875.000000	ms	total	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:04:14]	52747.000000	ms	cpu	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:04:14]	52747.000000	ms	total	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:05:11]	53963.000000	ms	cpu	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:05:11]	53963.000000	ms	total	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:06:07]	53703.000000	ms	cpu	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:06:07]	53703.000000	ms	total	opt chap	Racket	ChaperonePffBenchmarks		0	1		
[2015-02-19T23:06:21]	12064.000000	ms	cpu	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:06:21]	2744.000000	ms	gc	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:06:21]	12046.000000	ms	total	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:06:35]	12432.000000	ms	cpu	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:06:35]	2732.000000	ms	gc	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:06:35]	12416.000000	ms	total	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:06:48]	12144.000000	ms	cpu	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:06:48]	2768.000000	ms	gc	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:06:48]	12124.000000	ms	total	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:01]	12300.000000	ms	cpu	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:01]	2640.000000	ms	gc	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:01]	12281.000000	ms	total	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:14]	12528.000000	ms	cpu	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:14]	2720.000000	ms	gc	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:14]	12509.000000	ms	total	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:27]	11924.000000	ms	cpu	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:27]	2572.000000	ms	gc	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:27]	11901.000000	ms	total	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:41]	12556.000000	ms	cpu	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:41]	2732.000000	ms	gc	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:41]	12536.000000	ms	total	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:54]	12284.000000	ms	cpu	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:54]	2696.000000	ms	gc	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:07:54]	12260.000000	ms	total	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:08:07]	12100.000000	ms	cpu	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:08:07]	2776.000000	ms	gc	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:08:07]	12078.000000	ms	total	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:08:20]	12220.000000	ms	cpu	contract	Racket	ChaperoneOdeBenchmarks		0	1		
[2015-02-19T23:08:20]	2552.000000	ms	gc	contract	Racket	ChaperoneOdeBenchmarks		0	1		
