#!/usr/local/bin/rebench -N -d -v rebench_0.6.conf FastBenchmark
#!/usr/local/bin/rebench -c -N -d -v rebench_0.6.conf FastBenchmark
[2014-10-28T16:18:14]	3580.000000	ms	cpu	puzzle	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:14]	335.000000	ms	gc	puzzle	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:14]	3582.000000	ms	total	puzzle	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:17]	1913.000000	ms	cpu	takl	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:17]	0.000000	ms	gc	takl	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:17]	1913.000000	ms	total	takl	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:19]	1862.000000	ms	cpu	ack	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:19]	0.000000	ms	gc	ack	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:19]	1861.000000	ms	total	ack	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:22]	2482.000000	ms	cpu	simplex	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:22]	180.000000	ms	gc	simplex	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:22]	2483.000000	ms	total	simplex	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:42]	19520.000000	ms	cpu	ctak	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:42]	4919.000000	ms	gc	ctak	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:42]	19533.000000	ms	total	ctak	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:45]	1373.000000	ms	cpu	boyer	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:45]	0.000000	ms	gc	boyer	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:45]	1373.000000	ms	total	boyer	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:46]	417.000000	ms	cpu	slatex	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:46]	17.000000	ms	gc	slatex	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:46]	461.000000	ms	total	slatex	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:51]	4490.000000	ms	cpu	cpstak	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:51]	726.000000	ms	gc	cpstak	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:51]	4495.000000	ms	total	cpstak	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:59]	7538.000000	ms	cpu	mbrot	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:59]	1702.000000	ms	gc	mbrot	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:18:59]	7546.000000	ms	total	mbrot	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:02]	1111.000000	ms	cpu	gcbench	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:02]	0.000000	ms	gc	gcbench	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:02]	1111.000000	ms	total	gcbench	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:06]	1756.000000	ms	cpu	triangl	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:06]	0.000000	ms	gc	triangl	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:06]	1756.000000	ms	total	triangl	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:07]	610.000000	ms	cpu	sboyer	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:07]	29.000000	ms	gc	sboyer	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:07]	610.000000	ms	total	sboyer	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:09]	1195.000000	ms	cpu	divrec	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:09]	171.000000	ms	gc	divrec	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:09]	1195.000000	ms	total	divrec	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:11]	2020.000000	ms	cpu	primes	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:11]	170.000000	ms	gc	primes	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:11]	2021.000000	ms	total	primes	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:14]	2054.000000	ms	cpu	dderiv	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:14]	169.000000	ms	gc	dderiv	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:14]	2054.000000	ms	total	dderiv	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:17]	1315.000000	ms	cpu	sboyer	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:17]	0.000000	ms	gc	sboyer	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:17]	1315.000000	ms	total	sboyer	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:19]	1545.000000	ms	cpu	destruc	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:19]	49.000000	ms	gc	destruc	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:19]	1545.000000	ms	total	destruc	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:34]	12368.000000	ms	cpu	string	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:34]	8649.000000	ms	gc	string	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:34]	12369.000000	ms	total	string	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:35]	689.000000	ms	cpu	conform	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:35]	37.000000	ms	gc	conform	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:35]	689.000000	ms	total	conform	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:38]	1514.000000	ms	cpu	perm9	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:38]	0.000000	ms	gc	perm9	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:38]	1514.000000	ms	total	perm9	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:41]	568.000000	ms	cpu	wc	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:41]	0.000000	ms	gc	wc	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:41]	568.000000	ms	total	wc	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:44]	2028.000000	ms	cpu	fibfp	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:44]	0.000000	ms	gc	fibfp	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:44]	2028.000000	ms	total	fibfp	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:53]	6230.000000	ms	cpu	dynamic	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:53]	0.000000	ms	gc	dynamic	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:53]	6230.000000	ms	total	dynamic	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:57]	2559.000000	ms	cpu	browse	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:57]	0.000000	ms	gc	browse	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:19:57]	2559.000000	ms	total	browse	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:00]	1291.000000	ms	cpu	divrec	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:00]	0.000000	ms	gc	divrec	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:00]	1291.000000	ms	total	divrec	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:02]	1776.000000	ms	cpu	deriv	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:02]	311.000000	ms	gc	deriv	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:02]	1778.000000	ms	total	deriv	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:05]	741.000000	ms	cpu	matrix	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:05]	40.000000	ms	gc	matrix	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:05]	741.000000	ms	total	matrix	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:12]	4632.000000	ms	cpu	parsing	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:12]	0.000000	ms	gc	parsing	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:12]	4632.000000	ms	total	parsing	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:17]	3160.000000	ms	cpu	conform	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:17]	0.000000	ms	gc	conform	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:17]	3160.000000	ms	total	conform	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:20]	2739.000000	ms	cpu	pi	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:20]	145.000000	ms	gc	pi	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:20]	2739.000000	ms	total	pi	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:24]	2082.000000	ms	cpu	ack	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:24]	0.000000	ms	gc	ack	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:24]	2082.000000	ms	total	ack	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:26]	1113.000000	ms	cpu	boyer	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:26]	66.000000	ms	gc	boyer	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:26]	1113.000000	ms	total	boyer	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:29]	1719.000000	ms	cpu	fft	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:29]	0.000000	ms	gc	fft	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:29]	1719.000000	ms	total	fft	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:30]	576.000000	ms	cpu	fib	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:30]	0.000000	ms	gc	fib	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:30]	576.000000	ms	total	fib	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:33]	1143.000000	ms	cpu	ray	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:33]	0.000000	ms	gc	ray	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:33]	1143.000000	ms	total	ray	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:36]	1549.000000	ms	cpu	destruc	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:36]	0.000000	ms	gc	destruc	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:36]	1549.000000	ms	total	destruc	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:42]	5313.000000	ms	cpu	cat	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:42]	0.000000	ms	gc	cat	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:42]	5313.000000	ms	total	cat	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:44]	772.000000	ms	cpu	scheme	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:44]	10.000000	ms	gc	scheme	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:44]	772.000000	ms	total	scheme	Racket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:53]	8276.000000	ms	cpu	ctak	Pycket	AllBenchmarks		0	1		nothing
[2014-10-28T16:20:53]	0.000000	ms	gc	ctak	Pycket	AllBenchmarks		0	1		nothing
