[2015-02-27T11:01:32]	2174.000000	ms	cpu	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:32]	0.000000	ms	gc	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:32]	2174.000000	ms	total	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:34]	2155.000000	ms	cpu	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:34]	0.000000	ms	gc	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:34]	2155.000000	ms	total	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:37]	2166.000000	ms	cpu	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:37]	0.000000	ms	gc	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:37]	2166.000000	ms	total	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:40]	2151.000000	ms	cpu	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:40]	0.000000	ms	gc	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:40]	2151.000000	ms	total	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:43]	2140.000000	ms	cpu	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:43]	0.000000	ms	gc	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:43]	2140.000000	ms	total	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:45]	2168.000000	ms	cpu	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:45]	0.000000	ms	gc	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:45]	2168.000000	ms	total	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:48]	2156.000000	ms	cpu	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:48]	0.000000	ms	gc	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:48]	2156.000000	ms	total	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:51]	2154.000000	ms	cpu	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:51]	0.000000	ms	gc	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:51]	2154.000000	ms	total	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:53]	2156.000000	ms	cpu	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:53]	0.000000	ms	gc	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:53]	2156.000000	ms	total	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:56]	2161.000000	ms	cpu	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:56]	0.000000	ms	gc	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:01:56]	2161.000000	ms	total	direct	Pycket	ChaperoneOdeBenchmarks		0	1		
[2015-02-27T11:02:15]	18006.000000	ms	cpu	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:02:15]	18006.000000	ms	total	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:02:34]	17890.000000	ms	cpu	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:02:34]	17890.000000	ms	total	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:02:54]	17759.000000	ms	cpu	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:02:54]	17759.000000	ms	total	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:03:13]	17797.000000	ms	cpu	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:03:13]	17797.000000	ms	total	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:03:32]	17734.000000	ms	cpu	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:03:32]	17734.000000	ms	total	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:03:51]	17686.000000	ms	cpu	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:03:51]	17686.000000	ms	total	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:04:10]	17660.000000	ms	cpu	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:04:10]	17660.000000	ms	total	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:04:29]	17514.000000	ms	cpu	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:04:29]	17514.000000	ms	total	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:04:48]	17771.000000	ms	cpu	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:04:48]	17771.000000	ms	total	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
[2015-02-27T11:05:07]	17673.000000	ms	cpu	opt chap	Pycket	ChaperonePffBenchmarks		0	1		
