[2015-01-16T00:01:21]	11482.000000	ms	cpu	partialsums	Racket	ShootoutBenchmarks	15000000	0	1
[2015-01-16T00:01:21]	380.000000	ms	gc	partialsums	Racket	ShootoutBenchmarks	15000000	0	1
[2015-01-16T00:01:21]	11484.000000	ms	total	partialsums	Racket	ShootoutBenchmarks	15000000	0	1
[2015-01-16T00:03:25]	4392.000000	ms	cpu	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:25]	0.000000	ms	gc	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:25]	4392.000000	ms	total	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:30]	4290.000000	ms	cpu	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:30]	0.000000	ms	gc	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:30]	4290.000000	ms	total	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:35]	4369.000000	ms	cpu	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:35]	0.000000	ms	gc	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:35]	4369.000000	ms	total	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:39]	4296.000000	ms	cpu	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:39]	0.000000	ms	gc	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:39]	4296.000000	ms	total	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:44]	4325.000000	ms	cpu	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:44]	0.000000	ms	gc	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:44]	4325.000000	ms	total	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:49]	4403.000000	ms	cpu	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:49]	0.000000	ms	gc	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:49]	4403.000000	ms	total	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:54]	4348.000000	ms	cpu	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:54]	0.000000	ms	gc	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:54]	4348.000000	ms	total	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:59]	4313.000000	ms	cpu	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:59]	0.000000	ms	gc	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:03:59]	4313.000000	ms	total	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:04:03]	4428.000000	ms	cpu	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:04:03]	0.000000	ms	gc	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:04:03]	4428.000000	ms	total	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:04:08]	4329.000000	ms	cpu	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:04:08]	0.000000	ms	gc	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:04:08]	4329.000000	ms	total	mandelbrot	PycketCallgraph	ShootoutBenchmarks	5000	0	1
[2015-01-16T00:04:13]	3991.000000	ms	cpu	fibo	Pycket	ShootoutBenchmarks	42	0	1
[2015-01-16T00:04:13]	0.000000	ms	gc	fibo	Pycket	ShootoutBenchmarks	42	0	1
[2015-01-16T00:04:13]	3991.000000	ms	total	fibo	Pycket	ShootoutBenchmarks	42	0	1
[2015-01-16T00:04:17]	3873.000000	ms	cpu	fibo	Pycket	ShootoutBenchmarks	42	0	1
[2015-01-16T00:04:17]	0.000000	ms	gc	fibo	Pycket	ShootoutBenchmarks	42	0	1
[2015-01-16T00:04:17]	3873.000000	ms	total	fibo	Pycket	ShootoutBenchmarks	42	0	1
[2015-01-16T00:04:21]	3876.000000	ms	cpu	fibo	Pycket	ShootoutBenchmarks	42	0	1
[2015-01-16T00:04:21]	0.000000	ms	gc	fibo	Pycket	ShootoutBenchmarks	42	0	1
[2015-01-16T00:04:21]	3876.000000	ms	total	fibo	Pycket	ShootoutBenchmarks	42	0	1
